username,total,easy,medium,hard,rating,C++,Java,Python,Python3,C,C#,JavaScript,TypeScript,PHP,Swift,Kotlin,Dart,Go,Ruby,Scala,Rust,Racket,Erlang,Elixir,MySQL,MS SQL Server,Oracle,Pandas,PostgreSQL,ranking,Array,String,Hash Table,Math,Dynamic Programming,Sorting,Greedy,Depth-First Search,Binary Search,Database,Breadth-First Search,Tree,Matrix,Two Pointers,Bit Manipulation,Binary Tree,Heap (Priority Queue),Stack,Prefix Sum,Simulation,Graph,Design,Counting,Sliding Window,Backtracking,Union Find,Enumeration,Linked List,Ordered Set,Monotonic Stack,Trie,Number Theory,Divide and Conquer,Recursion,Bitmask,Queue,Binary Search Tree,Segment Tree,Memoization,Hash Function,Geometry,Binary Indexed Tree,Topological Sort,String Matching,Combinatorics,Rolling Hash,Shortest Path,Game Theory,Data Stream,Interactive,Brainteaser,Monotonic Queue,Randomized,Merge Sort,Iterator,Concurrency,Doubly-Linked List,Probability and Statistics,Quickselect,Bucket Sort,Suffix Array,Minimum Spanning Tree,Counting Sort,Shell,Line Sweep,Reservoir Sampling,Strongly Connected Component,Eulerian Circuit,Radix Sort,Rejection Sampling,Biconnected Component,contestAttended,streak,totalActiveDays,contest_LastYear,contest_6months,contest_1month,last1monthActiveDays,last6monthActiveDays,OurRating
sarthaksehgal,584,150,360,74,1826.129,568,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32970,307,133,120,87,119,84,55,87,49,1,64,74,51,59,25,69,0,45,0,20,19,37,0,20,22,13,2,31,8,16,11,0,18,16,4,14,0,3,0,0,0,2,3,0,0,3,3,7,8,0,3,5,5,0,4,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,60
KaranSehgal151998,1275,359,761,155,2138.684,1165,125,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7160,688,329,253,234,218,166,142,152,104,9,114,123,107,112,88,109,0,80,0,65,39,55,0,41,56,29,17,48,16,26,22,0,30,26,15,21,0,9,0,0,0,7,8,0,0,5,6,14,9,0,6,6,11,0,5,0,0,0,5,0,1,0,0,0,2,0,0,0,0,0,0,45,6,14,0,0,0,0,14,78
Bhavya-Sehgal,303,154,132,17,1437.582,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,346603,137,62,63,38,21,33,20,42,20,4,25,53,15,39,15,49,0,28,0,18,4,11,0,13,9,2,3,29,4,7,1,0,13,12,1,5,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36
sahilsehgal1995,314,114,178,22,1498.356,310,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,219841,160,71,69,45,44,40,31,43,22,1,31,45,26,46,20,43,0,28,0,11,5,7,0,12,18,3,1,21,1,11,4,0,15,10,1,3,0,1,0,0,0,1,3,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,43
damsehgal,278,88,169,21,0,250,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,105,58,45,32,61,32,23,52,17,14,35,56,16,26,10,56,0,25,0,8,9,11,0,9,8,9,0,23,0,8,4,0,11,8,0,6,0,0,0,0,0,0,2,0,0,0,0,3,2,0,1,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
sameepsehgal,467,117,271,79,1965.759,459,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16182,279,98,102,59,97,62,57,50,51,0,40,37,46,46,24,33,0,21,0,29,25,21,0,15,25,10,14,25,8,7,7,0,13,11,2,5,0,4,0,0,0,3,7,0,0,1,5,3,3,0,2,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,2,5,2,0,0,0,0,62
sans_sehgal,248,72,162,14,1428.546,226,1,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,367401,123,51,51,23,27,33,20,49,18,2,37,41,20,34,9,38,0,17,0,5,9,11,0,14,14,8,1,18,1,3,3,0,9,8,0,4,0,1,0,0,0,1,2,0,0,0,0,0,2,0,1,1,2,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,15,80,0,0,0,0,68,41
CoderSahib_001,1951,416,1115,420,2086.04072628407,1841,10,5,36,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,9086,1138,415,408,289,373,292,267,213,200,45,175,168,156,138,153,129,0,107,0,92,108,77,0,86,71,63,51,60,41,46,40,0,36,27,31,30,0,27,0,0,0,21,24,0,0,17,19,17,11,0,10,13,10,0,5,0,0,0,6,0,2,0,0,0,4,0,0,0,0,0,0,54,99,328,46,20,4,27,146,91
lcs2019022,1054,272,600,182,2117.47151548588,1048,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7838,598,274,209,152,184,151,134,116,101,3,96,85,85,91,73,73,0,65,0,62,45,43,0,47,41,29,26,42,16,22,19,0,24,18,14,16,0,9,0,0,0,9,11,0,0,8,9,8,8,0,0,5,2,0,3,0,0,0,4,0,3,0,0,0,2,0,0,0,0,0,0,71,2,14,10,10,5,5,14,75
k_joshi,846,296,442,108,2049.82,795,21,4,6,1,0,29,1,0,0,0,0,0,1,0,1,0,0,0,13,0,0,0,0,10724,419,210,161,104,134,118,98,103,70,13,79,89,59,81,50,79,0,50,0,44,36,36,0,28,33,25,13,42,13,12,14,0,21,17,5,11,0,7,0,0,0,6,6,0,0,4,3,4,4,0,2,4,2,0,4,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,40,53,160,0,0,0,0,46,75
y-joshi,424,150,228,46,1791.915,407,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,39112,212,79,71,53,83,49,49,63,44,14,49,51,39,41,35,49,0,24,0,19,19,16,0,11,17,15,4,21,4,8,6,0,10,11,2,1,0,2,0,0,0,2,2,0,0,1,3,1,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,12,35,0,0,0,12,33,68
hirenjoshi,653,261,323,69,1454.24173909428,652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306169,347,128,126,93,116,86,54,89,51,0,63,94,39,54,36,88,0,41,0,39,21,20,0,30,18,12,5,45,3,12,6,0,12,16,4,8,0,2,0,0,0,3,5,0,0,1,4,6,2,0,2,3,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,57,366,366,54,31,6,29,179,86
joshi_div1,162,91,64,7,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,39,27,24,5,37,5,0,37,0,0,0,13,38,9,0,0,6,0,7,0,1,0,2,7,0,1,12,0,1,1,0,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,114,0,0,0,0,29,40
Joshi_Sachi_22,363,188,151,24,1327.222,0,345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,493199,173,85,65,56,40,53,17,39,35,18,30,46,21,47,19,41,0,17,0,17,5,5,0,4,20,4,3,22,2,6,4,0,12,16,0,2,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,32
neeraj745,432,123,231,78,2573.798,431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,250,109,99,60,71,82,55,40,35,0,31,32,27,36,35,30,0,25,0,26,20,13,0,22,18,10,15,19,8,10,6,0,7,7,3,4,0,8,0,0,0,7,6,0,0,4,4,1,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,39,24,162,0,0,0,25,141,77
joshihacked,288,109,131,48,0,41,239,7,142,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,145,77,66,35,47,35,14,47,27,6,39,33,28,24,10,32,0,18,0,13,13,10,0,9,21,11,2,14,5,3,5,0,9,8,1,3,0,6,0,0,0,3,4,0,0,1,2,3,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
joshisanjay8467,738,234,442,62,1703.98,736,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62221,408,181,142,109,120,103,83,97,66,0,72,85,59,70,36,79,0,54,0,33,23,27,0,19,36,14,13,44,4,19,10,0,16,16,3,8,0,4,0,0,0,3,7,0,0,2,5,7,4,0,1,1,3,0,3,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,47,0,0,0,0,0,0,0,63
Prakriti_Joshi,404,126,242,36,1508.89,391,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,203535,201,75,71,47,85,44,30,64,30,10,49,58,34,47,16,58,0,30,0,17,14,15,0,14,19,9,1,27,5,8,4,0,13,14,4,6,0,4,0,0,0,3,2,0,0,1,2,0,3,0,1,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,22,69,1,1,0,0,51,52
shantanu_joshi21,876,236,482,158,2319.6335604283,832,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,7,0,0,2971,459,197,175,110,155,134,93,124,97,35,97,90,69,82,53,77,0,51,0,37,52,40,0,27,36,32,9,41,20,15,18,0,25,21,7,12,0,12,0,0,0,11,13,0,0,7,5,3,7,0,3,5,2,0,4,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,31,49,102,1,1,1,5,37,78
Swatijoshi,350,125,188,37,1511.338,332,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,200039,170,79,51,53,60,53,26,40,35,13,29,37,24,40,27,36,0,28,0,17,11,12,0,5,19,6,2,20,2,12,9,0,13,17,1,2,0,3,0,0,0,2,3,0,0,2,0,3,2,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,13,89,1,1,0,6,40,54
rohitj782,551,197,313,41,1803.34,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36910,264,128,93,75,91,58,51,94,43,0,69,86,37,54,30,81,0,46,0,27,21,16,0,12,22,13,3,37,4,13,4,0,17,16,1,6,0,3,0,0,0,3,6,0,0,2,3,2,3,0,4,2,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,24,12,74,0,0,0,0,68,67
Harsh__Joshi,292,100,176,16,1621.572,291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99161,158,55,51,42,46,34,23,40,11,0,44,25,32,36,17,24,0,20,0,22,16,6,0,4,15,10,6,22,1,4,1,0,9,15,1,3,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,4,8,0,0,0,0,1,53
jeewanjj,651,292,296,63,1558.767,593,10,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,7,0,145785,296,127,110,102,106,71,63,91,48,42,67,71,37,61,42,62,0,26,0,27,40,17,0,16,26,22,8,40,1,4,3,0,12,20,3,8,0,1,0,0,0,1,9,0,0,0,4,4,4,0,3,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,23,173,19,4,0,1,47,79
bharat194,1217,453,667,97,1770.31780712466,1,1191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,43608,646,300,269,192,153,171,112,149,85,22,112,129,98,112,60,117,0,75,0,72,40,42,0,45,40,25,18,50,10,25,13,0,24,31,6,14,0,8,0,0,0,7,9,0,0,4,4,5,5,0,6,3,6,0,4,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,27,3,13,1,1,1,1,5,66
sheetaljoshi,411,160,225,26,1359.895,401,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,474462,205,85,80,62,57,50,36,43,33,8,32,45,26,47,29,43,0,36,0,15,10,7,0,14,27,6,5,31,2,10,5,0,17,15,2,5,0,3,0,0,0,3,1,0,0,1,3,1,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,0,0,0,0,1,42
manishjoshi394,99,27,61,11,2013.984,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12810,54,23,22,10,18,13,14,9,4,0,7,13,6,13,4,12,0,8,0,2,1,4,0,2,4,1,1,11,1,3,2,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,2,29
rpavankulkarni,629,209,345,75,1300.337,29,540,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,502137,217,133,111,47,45,54,30,80,42,191,63,64,39,60,8,58,0,42,0,13,15,36,0,16,26,14,3,25,4,11,11,0,12,15,1,10,0,3,0,0,0,0,3,0,0,1,1,0,8,0,0,1,4,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,5,12,0,0,0,0,0,56
sarangkulkarni,1083,309,617,157,1860.25,1074,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,27795,608,271,275,166,173,169,142,126,90,4,100,105,80,97,65,93,0,61,0,55,44,43,0,39,43,29,20,44,19,20,22,0,26,25,3,15,0,10,0,0,0,11,11,0,0,4,5,7,7,0,7,6,3,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,33,20,142,0,0,0,27,119,85
atharva_kulkarni1,1160,415,619,126,1564.244,1149,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,140729,640,266,237,193,167,187,153,134,114,10,109,111,82,109,75,99,0,66,0,61,48,39,0,42,38,32,24,49,12,21,13,0,24,23,4,12,0,8,0,0,0,7,11,0,0,3,6,7,4,0,6,4,4,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,10,140,355,0,0,0,30,174,78
sohamkulkarni,252,142,96,14,1366.30048460251,15,218,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,469928,117,45,51,38,25,35,16,23,10,13,16,24,13,31,17,23,0,17,0,19,3,3,0,8,4,3,1,22,0,3,0,0,6,11,0,4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,78,188,6,2,0,28,110,48
tanmay_kulkarni,450,193,210,47,1498.956,396,3,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,218864,210,103,90,58,82,52,35,59,20,33,44,57,24,48,29,53,0,32,0,18,15,6,0,21,14,8,4,29,2,9,4,0,12,18,1,4,0,1,0,0,0,1,2,0,0,1,1,0,1,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,47,154,1,1,0,29,115,59
shreyasrameshkulkarni,302,82,203,17,0,297,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,90,82,33,35,43,32,47,30,0,40,34,24,36,5,33,0,31,0,13,10,18,0,10,14,9,1,22,3,6,8,0,10,10,0,5,0,0,0,0,0,0,3,0,0,1,0,1,5,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,42
kulkarnimadhushree685,310,180,123,7,1446.055,267,3,10,65,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,325770,155,55,53,61,28,47,14,32,35,1,21,39,17,47,22,39,0,22,0,17,2,4,0,3,5,0,5,28,0,4,1,0,12,13,0,3,0,0,0,0,0,0,2,0,0,0,0,3,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,35
pritamvkulkarni,148,88,59,1,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,29,26,23,15,13,5,26,8,0,18,29,6,31,5,26,0,12,0,5,6,4,0,4,7,2,0,26,0,0,1,0,6,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,28
saketk21,375,151,202,22,1492.015,79,319,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,230305,181,91,79,57,44,39,20,65,25,6,48,63,26,39,16,58,0,24,0,16,13,20,0,9,20,11,4,21,1,5,5,0,11,11,3,3,0,1,0,0,0,1,1,0,0,1,0,1,4,0,2,1,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32
kulyash,651,173,370,108,2070.183,640,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9759,378,158,124,115,156,81,86,58,56,6,57,43,50,36,32,34,0,30,0,39,27,15,0,23,42,17,11,16,7,13,5,0,6,17,7,8,0,2,0,0,0,2,6,0,0,4,9,8,6,0,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,2,10,1,0,0,0,1,65
manav,174,50,115,9,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,38,22,18,44,16,7,36,16,1,19,37,11,17,6,37,0,11,0,4,2,4,0,14,23,2,0,13,1,2,4,0,9,6,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,46
